,sensor14,sensor3,sensor9,sensor7,sensor11,sensor21,sensor15,sensor12,sensor4,RUL
303,8138.79,1588.35,9063.33,554.33,47.37,23.3444,8.4025,522.23,1397.2,175
304,8141.12,1584.21,9049.1,554.07,47.23,23.5029,8.3994,522.1,1404.74,174
305,8138.67,1576.56,9055.66,555.1,47.19,23.3784,8.4119,522.13,1397.05,173
306,8138.48,1583.27,9055.06,554.37,47.14,23.313,8.395,522.1,1401.33,172
307,8145.28,1577.87,9053.87,554.45,47.01,23.4542,8.3895,522.48,1398.39,171
308,8139.95,1583.84,9056.45,554.6,47.23,23.432,8.4365,522.39,1395.4,170
309,8141.01,1580.49,9055.61,553.96,47.11,23.2912,8.3735,522.23,1400.99,169
310,8141.97,1585.06,9054.52,554.32,47.24,23.3731,8.4236,522.21,1401.87,168
311,8136.11,1589.61,9056.54,554.42,47.22,23.4077,8.3666,521.62,1394.39,167
312,8140.79,1580.19,9053.67,554.51,47.28,23.3381,8.4134,522.31,1391.52,166
313,8136.04,1585.52,9051.03,553.82,47.23,23.3284,8.3783,521.96,1405.27,165
314,8134.83,1588.59,9056.3,554.31,47.21,23.4492,8.3887,522.14,1403.23,164
315,8135.96,1583.12,9053.57,554.58,47.06,23.3364,8.4049,522.64,1399.26,163
316,8142.91,1586.32,9060.56,554.81,47.31,23.3785,8.4012,522.23,1397.94,162
317,8136.69,1587.45,9057.08,554.03,47.28,23.3592,8.4243,521.95,1403.41,161
318,8134.49,1586.65,9056.25,554.08,47.21,23.34,8.4476,522.2,1400.81,160
319,8142.32,1592.2,9054.43,554.16,47.2,23.3966,8.4098,522.36,1397.34,159
320,8139.65,1590.59,9052.79,554.6,47.23,23.4331,8.3986,522.19,1400.25,158
321,8137.8,1584.83,9060.71,554.42,47.26,23.3645,8.4145,522.4,1409.98,157
322,8141.5,1587.61,9055.73,554.88,47.36,23.4016,8.4074,522.37,1394.26,156
323,8140.33,1586.66,9059.84,554.4,47.12,23.313,8.4102,522.25,1398.78,155
324,8140.53,1581.22,9060.79,554.21,47.18,23.2668,8.4054,521.71,1393.87,154
325,8142.84,1586.44,9061.2,553.88,47.17,23.3367,8.381,521.95,1406.2,153
326,8129.68,1580.12,9051.53,554.52,47.34,23.3992,8.4108,522.13,1404.56,152
327,8142.13,1582.91,9056.59,554.5,47.09,23.4236,8.3889,521.86,1402.67,151
328,8135.55,1585.36,9057.59,554.42,47.39,23.3517,8.369,522.21,1406.79,150
329,8137.5,1585.19,9063.57,555.03,47.16,23.4346,8.4125,521.73,1398.95,149
330,8139.9,1590.88,9057.55,554.24,47.3,23.4316,8.3919,522.61,1400.87,148
331,8139.78,1593.7,9051.91,554.86,47.32,23.474,8.4243,522.49,1403.14,147
332,8137.35,1585.09,9057.75,554.7,47.43,23.4038,8.4254,522.5,1403.25,146
333,8134.04,1586.41,9060.33,554.18,47.3,23.4716,8.3936,522.18,1401.27,145
334,8138.17,1588.88,9057.74,554.05,47.3,23.4197,8.423,521.73,1400.49,144
335,8141.03,1584.35,9060.12,553.96,47.32,23.3494,8.3836,522.11,1401.21,143
336,8146.37,1582.72,9059.1,554.1,47.33,23.5167,8.3967,521.93,1403.53,142
337,8140.25,1590.06,9051.0,554.25,47.3,23.4017,8.4074,522.0,1405.09,141
338,8134.58,1588.78,9055.27,554.16,47.48,23.3356,8.3896,521.91,1394.58,140
339,8140.37,1584.5,9055.59,554.32,47.31,23.3971,8.4128,522.57,1398.3,139
340,8138.62,1587.88,9057.81,553.84,47.31,23.4024,8.387,521.87,1404.41,138
341,8138.55,1585.43,9056.95,554.13,47.15,23.2996,8.4175,522.22,1393.74,137
342,8143.3,1590.21,9055.31,553.66,47.33,23.3831,8.4173,522.28,1398.31,136
343,8136.96,1583.49,9052.6,553.86,47.25,23.3666,8.4123,522.06,1400.9,135
344,8134.54,1594.33,9058.68,553.78,47.29,23.3222,8.4262,521.82,1397.52,134
345,8137.22,1591.3,9055.03,554.45,47.23,23.4216,8.4161,522.21,1413.28,133
346,8146.25,1580.93,9054.82,553.84,47.23,23.3634,8.4029,521.91,1397.45,132
347,8139.57,1578.73,9057.22,554.7,47.31,23.3474,8.4075,522.14,1399.13,131
348,8143.04,1588.7,9065.16,553.71,47.45,23.2225,8.4137,522.25,1400.63,130
349,8140.57,1586.95,9057.68,554.67,47.45,23.422,8.4324,522.32,1404.68,129
350,8138.61,1593.89,9058.8,553.7,47.26,23.3979,8.4138,522.2,1399.71,128
351,8144.03,1585.65,9059.7,554.65,47.46,23.4119,8.4012,521.96,1409.72,127
352,8140.21,1586.65,9057.22,554.18,47.19,23.4036,8.4601,521.96,1396.32,126
353,8134.78,1588.83,9062.65,553.95,47.42,23.4045,8.3739,522.09,1401.23,125
354,8142.54,1589.56,9059.47,553.96,47.29,23.4442,8.3904,521.55,1396.2,124
355,8138.6,1588.23,9055.65,554.31,47.32,23.4381,8.4304,521.74,1405.5,123
356,8134.48,1588.55,9060.97,553.71,47.39,23.4707,8.4068,522.28,1402.96,122
357,8142.11,1589.09,9060.46,553.71,47.43,23.4352,8.4111,521.96,1394.26,121
358,8148.57,1588.74,9056.24,553.62,47.39,23.3977,8.4261,522.11,1395.35,120
359,8135.51,1593.95,9055.88,554.32,47.3,23.3787,8.4329,521.89,1404.01,119
360,8141.96,1581.85,9059.37,553.06,47.33,23.3766,8.4214,521.77,1406.06,118
361,8140.59,1577.26,9065.67,553.84,47.35,23.3532,8.4079,522.36,1405.93,117
362,8143.29,1587.94,9060.51,553.84,47.34,23.287,8.4027,521.89,1410.34,116
363,8134.03,1589.42,9055.7,553.69,47.25,23.3496,8.4109,521.42,1398.26,115
364,8140.73,1589.0,9058.55,554.64,47.27,23.3576,8.4288,521.4,1403.22,114
365,8144.79,1588.01,9066.4,553.76,47.31,23.3513,8.3994,521.85,1403.24,113
366,8140.85,1584.58,9067.91,554.01,47.45,23.3065,8.417,522.2,1398.37,112
367,8147.04,1585.73,9058.59,554.15,47.22,23.4372,8.4189,521.54,1405.47,111
368,8139.0,1586.88,9057.99,554.59,47.42,23.3538,8.4153,521.95,1400.31,110
369,8146.93,1590.29,9056.85,553.83,47.56,23.353,8.3914,521.97,1404.39,109
370,8140.62,1584.55,9060.98,553.86,47.37,23.3329,8.4462,522.48,1399.3,108
371,8139.98,1593.51,9058.3,554.21,47.52,23.3712,8.4404,521.76,1402.27,107
372,8134.52,1585.87,9057.86,554.29,47.27,23.3777,8.4148,522.19,1399.24,106
373,8143.47,1586.42,9069.4,553.63,47.52,23.2931,8.4072,522.39,1406.61,105
374,8142.25,1584.95,9064.12,554.35,47.24,23.3851,8.4225,521.84,1406.15,104
375,8142.27,1585.66,9067.28,554.99,47.47,23.4003,8.3996,521.86,1408.13,103
376,8143.76,1581.09,9059.27,554.53,47.23,23.2801,8.42,522.22,1407.11,102
377,8145.64,1582.46,9063.38,554.42,47.47,23.3416,8.4131,521.82,1404.35,101
378,8136.8,1588.88,9060.97,553.32,47.51,23.3926,8.4101,521.09,1407.54,100
379,8139.36,1582.97,9062.7,554.26,47.37,23.306,8.4124,522.34,1402.72,99
380,8141.68,1583.54,9069.79,554.03,47.42,23.2923,8.4253,521.7,1403.09,98
381,8139.4,1592.5,9059.23,554.4,47.2,23.2623,8.4128,521.73,1405.73,97
382,8142.41,1584.59,9064.99,553.42,47.4,23.3507,8.4694,521.92,1407.64,96
383,8141.81,1589.95,9071.88,553.09,47.49,23.3049,8.4309,521.7,1404.07,95
384,8144.36,1588.28,9063.55,553.54,47.3,23.2606,8.4143,521.16,1399.59,94
385,8142.38,1592.38,9065.99,553.86,47.69,23.3282,8.4304,522.17,1404.64,93
386,8147.43,1591.55,9060.17,553.22,47.32,23.3326,8.4224,521.92,1410.18,92
387,8139.28,1591.39,9054.2,554.31,47.43,23.3682,8.4614,522.02,1408.59,91
388,8148.8,1588.64,9061.28,554.07,47.36,23.3426,8.4387,521.47,1403.29,90
389,8146.21,1596.17,9059.21,553.94,47.14,23.2813,8.441,521.5,1402.91,89
390,8144.69,1587.17,9061.54,554.06,47.49,23.2433,8.429,521.22,1409.39,88
391,8144.69,1589.73,9065.78,553.13,47.44,23.4101,8.4143,521.69,1406.28,87
392,8144.5,1595.57,9062.65,554.25,47.44,23.3551,8.4458,521.88,1400.92,86
393,8148.95,1589.47,9070.71,554.14,47.45,23.1814,8.4287,522.01,1408.72,85
394,8137.27,1593.02,9070.42,553.2,47.58,23.1596,8.4197,521.41,1410.33,84
395,8145.46,1591.84,9064.87,553.94,47.43,23.3788,8.4779,521.33,1404.01,83
396,8144.24,1586.59,9065.07,552.83,47.42,23.3266,8.4298,521.48,1409.11,82
397,8145.04,1588.18,9059.13,553.86,47.24,23.3974,8.4086,521.37,1411.14,81
398,8146.73,1591.04,9067.79,553.06,47.39,23.308,8.4175,521.55,1402.94,80
399,8140.99,1590.29,9061.96,553.09,47.51,23.2931,8.458,521.64,1407.93,79
400,8147.1,1590.92,9065.23,553.66,47.43,23.3362,8.4281,520.72,1409.2,78
401,8141.12,1583.56,9064.68,553.5,47.51,23.2484,8.4317,521.77,1396.99,77
402,8143.14,1584.65,9066.43,552.47,47.48,23.2252,8.452,521.67,1409.23,76
403,8148.07,1586.71,9068.2,553.32,47.51,23.2138,8.461,521.74,1406.43,75
404,8144.0,1594.64,9066.07,554.04,47.56,23.3246,8.4354,521.65,1407.38,74
405,8148.16,1588.17,9062.68,553.86,47.49,23.2857,8.4428,521.81,1402.21,73
406,8141.9,1591.44,9071.14,553.75,47.57,23.117,8.4192,521.02,1411.63,72
407,8144.7,1583.46,9063.95,553.01,47.53,23.3221,8.452,522.19,1408.68,71
408,8148.52,1585.11,9061.1,553.22,47.51,23.2658,8.4982,521.29,1407.97,70
409,8146.85,1592.69,9070.12,553.09,47.56,23.2734,8.4763,521.7,1412.7,69
410,8147.72,1592.52,9074.41,553.28,47.71,23.371,8.46,521.74,1412.91,68
411,8148.15,1600.76,9068.44,552.92,47.54,23.3541,8.4123,520.77,1406.68,67
412,8145.66,1586.57,9072.45,553.77,47.47,23.3309,8.4446,521.46,1408.21,66
413,8144.87,1590.78,9068.24,553.56,47.52,23.3147,8.4414,521.46,1411.66,65
414,8152.25,1596.47,9068.95,553.91,47.62,23.2077,8.4348,520.84,1406.28,64
415,8148.63,1592.47,9070.23,553.17,47.74,23.2336,8.4495,521.16,1414.63,63
416,8150.97,1590.59,9069.7,553.96,47.67,23.209,8.4357,521.33,1409.87,62
417,8143.41,1601.02,9063.54,553.45,47.46,23.3575,8.4744,521.59,1408.9,61
418,8148.82,1587.46,9070.71,553.73,47.66,23.2895,8.4472,521.28,1410.4,60
419,8152.87,1592.83,9069.67,553.35,47.46,23.2553,8.4493,521.18,1406.88,59
420,8144.84,1593.83,9071.15,553.0,47.65,23.1824,8.4447,521.66,1407.69,58
421,8148.9,1593.67,9077.18,553.43,47.69,23.2213,8.4482,520.94,1412.71,57
422,8144.02,1593.78,9071.48,552.61,47.64,23.2847,8.462,521.73,1404.68,56
423,8151.93,1590.33,9070.67,553.53,47.56,23.2459,8.4395,520.9,1411.66,55
424,8146.92,1599.65,9070.71,553.49,47.66,23.3894,8.448,521.63,1413.34,54
425,8150.84,1588.68,9070.14,553.31,47.58,23.2635,8.4341,521.42,1412.07,53
426,8149.47,1594.54,9073.86,552.42,47.85,23.2137,8.4699,521.66,1406.42,52
427,8147.85,1598.16,9068.9,553.52,47.63,23.275,8.4679,521.17,1410.66,51
428,8152.81,1593.05,9069.61,552.78,47.65,23.2618,8.4742,520.7,1419.76,50
429,8152.62,1599.64,9072.97,552.98,47.52,23.1829,8.4681,521.34,1413.73,49
430,8143.53,1598.37,9072.08,553.05,47.83,23.2728,8.4318,520.66,1417.49,48
431,8152.44,1599.71,9077.79,553.18,47.66,23.314,8.482,521.18,1406.54,47
432,8151.05,1598.65,9075.94,552.36,47.7,23.1703,8.4423,521.1,1418.33,46
433,8155.17,1593.7,9078.67,553.07,47.54,23.2157,8.4377,521.6,1408.71,45
434,8152.43,1593.98,9078.11,552.71,47.55,23.2729,8.4661,521.05,1411.41,44
435,8156.27,1595.99,9072.86,552.68,47.71,23.3427,8.4785,520.6,1413.04,43
436,8152.57,1590.93,9081.05,552.75,47.75,23.2067,8.4748,521.03,1418.05,42
437,8149.52,1589.74,9075.07,552.57,47.72,23.27,8.4702,521.27,1420.2,41
438,8149.5,1601.2,9074.98,552.46,47.7,23.2229,8.4745,520.61,1413.56,40
439,8156.5,1599.41,9088.08,552.52,47.75,23.19,8.5015,520.49,1417.22,39
440,8153.91,1599.77,9076.61,551.56,47.66,23.2251,8.4615,520.7,1419.19,38
441,8153.25,1598.28,9076.4,553.0,47.79,23.1868,8.4495,520.37,1415.35,37
442,8149.06,1598.68,9077.39,552.01,47.92,23.2506,8.467,520.99,1418.61,36
443,8155.19,1596.89,9077.59,552.51,47.7,23.2033,8.4779,519.98,1422.69,35
444,8159.27,1596.43,9084.1,553.07,47.69,23.17,8.4662,520.7,1416.12,34
445,8157.22,1593.88,9084.75,551.99,47.95,23.1766,8.4604,520.83,1423.55,33
446,8156.91,1598.25,9082.41,553.26,47.67,23.2282,8.4829,520.85,1412.73,32
447,8153.87,1598.83,9083.63,552.68,47.77,23.2518,8.5297,520.67,1421.46,31
448,8158.12,1593.17,9086.82,552.19,48.02,23.2133,8.4847,520.95,1426.94,30
449,8156.39,1599.77,9082.16,552.71,47.66,23.1194,8.4796,520.79,1421.07,29
450,8153.52,1597.65,9088.69,552.58,47.91,23.1053,8.5312,520.52,1416.63,28
451,8158.73,1593.51,9078.61,552.02,47.94,23.153,8.4766,520.54,1419.41,27
452,8157.24,1594.0,9086.97,552.31,48.03,23.1426,8.4775,519.98,1419.92,26
453,8157.1,1588.3,9079.59,553.01,47.82,23.1573,8.467,520.68,1418.2,25
454,8159.57,1592.32,9079.99,552.81,47.91,23.1446,8.5205,521.04,1422.82,24
455,8154.78,1610.1,9086.82,552.17,48.07,23.2342,8.522,520.47,1424.48,23
456,8160.3,1593.48,9085.7,552.45,47.66,23.0402,8.5185,520.27,1420.27,22
457,8158.06,1591.54,9083.55,551.84,47.84,23.1815,8.461,520.52,1422.54,21
458,8161.44,1602.23,9091.67,552.61,47.8,23.1591,8.4596,520.2,1422.12,20
459,8161.33,1602.53,9085.07,552.1,47.96,23.1937,8.5129,520.93,1419.61,19
460,8159.05,1594.52,9086.7,551.28,48.09,22.9897,8.5043,519.74,1419.23,18
461,8158.1,1604.32,9083.41,551.75,48.04,23.1713,8.5204,520.35,1424.27,17
462,8158.97,1607.43,9088.84,551.73,48.14,22.9721,8.5014,519.97,1425.06,16
463,8155.61,1600.02,9085.04,552.44,47.96,23.1781,8.5126,520.56,1426.7,15
464,8163.69,1598.88,9094.09,552.47,47.88,23.1182,8.5098,519.72,1418.55,14
465,8161.62,1598.98,9089.3,551.25,48.07,23.1046,8.488,519.73,1427.83,13
466,8157.59,1595.3,9094.94,551.86,48.02,23.198,8.5136,520.0,1421.8,12
467,8163.22,1605.46,9087.19,551.43,47.98,23.0895,8.5177,520.09,1429.66,11
468,8171.9,1601.47,9092.92,552.45,48.03,23.0609,8.5206,519.93,1424.78,10
469,8160.69,1597.61,9096.47,551.49,47.99,23.0702,8.5285,519.72,1423.67,9
470,8164.77,1594.8,9096.6,551.16,48.13,23.046,8.5237,519.66,1426.95,8
471,8163.77,1594.21,9101.42,551.84,48.12,23.1462,8.4889,519.91,1422.89,7
472,8167.57,1598.25,9089.18,551.44,48.17,23.0385,8.5377,519.48,1424.36,6
473,8168.43,1598.56,9092.2,552.29,48.27,23.094,8.5149,520.05,1426.87,5
474,8174.85,1602.03,9084.13,551.46,48.21,23.0358,8.5199,520.07,1429.67,4
475,8166.83,1601.35,9089.87,551.96,48.18,23.1196,8.5291,519.95,1430.04,3
476,8164.83,1596.84,9098.67,550.85,48.27,23.1155,8.5242,519.91,1431.17,2
477,8169.97,1603.63,9102.01,551.61,48.14,23.0169,8.4932,519.51,1429.57,1
478,8175.57,1608.5,9109.36,551.66,48.12,23.0848,8.5365,519.81,1430.84,0
479,8138.4,1584.2,9056.95,553.96,47.14,23.3205,8.4207,522.24,1398.13,178
480,8137.38,1587.04,9059.67,554.76,47.35,23.4369,8.3949,522.03,1398.62,177
481,8137.2,1580.75,9050.43,554.51,46.94,23.3162,8.382,522.16,1401.1,176
482,8139.35,1580.12,9060.43,554.48,47.44,23.4901,8.394,522.31,1395.76,175
483,8135.99,1581.48,9054.36,554.14,47.16,23.419,8.4233,522.0,1394.05,174
484,8137.99,1581.26,9048.62,554.86,47.12,23.4656,8.4126,522.58,1397.98,173
485,8141.85,1583.68,9051.91,554.29,47.26,23.4051,8.4369,522.08,1405.76,172
486,8141.47,1581.6,9059.59,554.11,47.13,23.3564,8.4197,521.87,1401.86,171
487,8136.84,1581.04,9060.04,554.61,47.16,23.3873,8.4151,522.47,1398.3,170
488,8130.42,1582.2,9053.42,554.28,47.22,23.3129,8.4063,522.4,1400.07,169
489,8138.08,1591.43,9051.86,554.88,47.4,23.4161,8.4237,522.02,1400.59,168
490,8141.09,1583.92,9049.23,553.45,47.17,23.3028,8.3779,522.07,1404.93,167
491,8138.75,1583.25,9057.09,555.25,47.25,23.3372,8.3743,522.26,1403.52,166
492,8141.57,1591.03,9056.59,554.31,47.27,23.3506,8.4339,521.69,1396.35,165
493,8138.07,1585.29,9058.29,554.36,47.15,23.2825,8.4311,522.0,1398.77,164
494,8137.26,1589.05,9051.12,554.17,47.26,23.4078,8.4147,522.25,1392.15,163
495,8140.24,1588.94,9051.79,553.74,47.35,23.4031,8.4018,522.37,1395.76,162
496,8141.53,1584.36,9055.82,554.52,47.38,23.3709,8.4244,521.8,1402.3,161
497,8144.32,1580.67,9051.22,553.99,47.23,23.4505,8.413,522.18,1402.82,160
498,8135.13,1580.73,9047.08,554.54,47.1,23.3357,8.398,522.29,1394.57,159
499,8138.16,1586.78,9052.89,554.32,47.27,23.3923,8.4302,522.67,1398.83,158
500,8141.91,1589.55,9060.66,554.71,47.3,23.4213,8.432,522.53,1405.28,157
501,8133.61,1585.2,9058.17,554.04,47.12,23.3791,8.3839,522.22,1395.59,156
502,8140.94,1585.08,9047.82,554.65,47.26,23.3903,8.3768,521.66,1395.73,155
503,8134.79,1579.4,9055.08,554.21,47.17,23.4004,8.3845,522.15,1390.93,154
504,8140.65,1586.92,9047.81,553.9,47.28,23.2767,8.4062,521.93,1401.63,153
505,8138.31,1581.83,9058.62,554.67,47.17,23.3769,8.4095,521.69,1400.85,152
506,8131.13,1590.59,9054.91,553.51,47.22,23.4092,8.3998,522.27,1400.68,151
507,8135.88,1584.71,9056.29,554.94,47.24,23.3378,8.4387,522.15,1396.05,150
508,8140.32,1584.95,9051.75,554.05,47.23,23.3824,8.3927,522.35,1398.1,149
509,8143.37,1588.68,9056.38,553.06,47.33,23.3272,8.393,521.92,1393.95,148
510,8135.67,1583.7,9052.73,554.32,47.3,23.3545,8.392,522.11,1400.58,147
511,8134.74,1583.55,9055.13,554.27,47.31,23.4537,8.4086,522.1,1403.93,146
512,8142.72,1584.17,9058.0,554.42,47.2,23.3728,8.4035,522.34,1397.47,145
513,8136.27,1584.57,9058.14,554.1,47.26,23.343,8.3924,522.19,1396.92,144
514,8144.61,1580.96,9059.15,554.11,47.33,23.3414,8.3794,522.77,1399.12,143
515,8140.71,1582.96,9055.79,555.28,47.17,23.2711,8.4142,522.14,1396.65,142
516,8134.72,1577.99,9062.07,554.11,47.44,23.3501,8.4094,521.81,1401.83,141
517,8139.81,1580.42,9056.99,554.18,47.1,23.3514,8.3738,522.0,1400.8,140
518,8131.57,1579.38,9056.52,553.75,47.09,23.4079,8.3987,521.84,1403.24,139
519,8143.58,1586.38,9060.55,554.68,47.32,23.3774,8.3682,522.69,1394.92,138
520,8140.13,1586.25,9058.97,554.31,47.31,23.4412,8.3828,522.02,1404.49,137
521,8138.47,1587.9,9061.97,554.18,47.35,23.3024,8.4397,521.7,1401.51,136
522,8144.65,1586.83,9060.44,554.45,47.17,23.448,8.4259,522.47,1395.48,135
523,8138.89,1582.99,9055.97,554.43,47.06,23.4284,8.4342,522.17,1398.33,134
524,8141.07,1590.25,9067.35,554.0,47.38,23.3352,8.4024,521.88,1401.55,133
525,8139.29,1587.55,9055.04,554.82,47.29,23.4428,8.4134,522.2,1395.3,132
526,8138.95,1587.21,9054.47,554.41,47.32,23.406,8.4199,521.88,1392.94,131
527,8138.36,1583.53,9051.92,554.28,47.33,23.3813,8.3716,522.28,1396.11,130
528,8140.55,1586.16,9056.79,553.87,47.27,23.4013,8.4054,522.07,1402.64,129
529,8135.1,1592.16,9054.5,554.15,47.14,23.3874,8.4004,522.18,1401.05,128
530,8142.51,1582.66,9061.17,554.39,47.36,23.4006,8.3954,522.73,1404.99,127
531,8141.43,1588.04,9065.15,554.54,47.21,23.3824,8.4046,522.54,1399.78,126
532,8143.47,1585.66,9054.67,554.28,47.45,23.4086,8.3958,522.19,1407.04,125
533,8141.34,1594.2,9058.13,554.34,47.22,23.4306,8.4135,522.09,1399.08,124
534,8136.63,1586.08,9057.83,554.47,47.14,23.4319,8.4042,522.08,1403.97,123
535,8137.58,1581.97,9058.76,553.99,47.28,23.366,8.4128,522.06,1398.55,122
536,8130.67,1581.31,9055.97,553.58,47.35,23.3982,8.4032,521.85,1403.99,121
537,8142.01,1587.46,9056.23,553.88,47.22,23.388,8.4039,522.85,1397.56,120
538,8136.68,1586.82,9051.65,553.34,47.47,23.2905,8.4616,522.23,1405.66,119
539,8138.34,1585.5,9063.57,554.01,47.26,23.3697,8.4046,521.8,1392.35,118
540,8143.24,1591.5,9058.94,553.67,47.28,23.4182,8.417,522.16,1403.57,117
541,8149.09,1583.42,9052.2,554.61,47.27,23.3903,8.4241,522.27,1398.98,116
542,8143.14,1590.04,9061.33,553.9,47.24,23.3791,8.4227,522.24,1404.68,115
543,8139.64,1586.21,9057.61,554.63,47.29,23.4958,8.4379,522.25,1400.69,114
544,8141.08,1577.22,9059.8,553.79,47.31,23.432,8.4032,522.15,1397.9,113
545,8139.27,1584.55,9060.7,553.84,47.29,23.4697,8.419,521.81,1403.87,112
546,8141.67,1587.27,9056.56,554.43,47.31,23.3725,8.4005,522.14,1400.37,111
547,8139.2,1581.93,9061.76,555.14,47.24,23.3595,8.4404,521.69,1404.2,110
548,8137.91,1587.02,9067.14,553.8,47.44,23.4527,8.4183,521.88,1397.09,109
549,8139.03,1579.41,9063.98,554.59,47.43,23.3944,8.3895,522.0,1401.19,108
550,8138.14,1590.21,9052.95,554.25,47.48,23.293,8.4042,521.66,1389.86,107
551,8139.97,1585.01,9062.66,554.31,47.23,23.4922,8.406,523.18,1400.06,106
552,8142.13,1589.64,9060.23,554.4,47.14,23.3845,8.4211,521.78,1405.76,105
553,8144.98,1592.23,9059.09,553.73,47.25,23.41,8.4043,522.24,1406.98,104
554,8140.33,1589.35,9062.69,553.91,47.35,23.4065,8.3813,522.25,1405.34,103
555,8143.62,1584.13,9069.75,554.08,47.16,23.4131,8.4375,522.52,1405.99,102
556,8140.42,1579.52,9064.15,553.62,47.38,23.3301,8.4174,521.57,1400.53,101
557,8144.12,1582.4,9063.54,553.6,47.28,23.3451,8.384,522.72,1403.49,100
558,8148.72,1580.95,9062.23,553.21,47.34,23.5181,8.3935,521.97,1405.37,99
559,8144.95,1581.73,9056.0,553.88,47.46,23.3728,8.4145,521.34,1402.65,98
560,8148.16,1583.69,9071.16,553.7,47.22,23.3822,8.4089,522.16,1400.4,97
561,8143.8,1591.3,9062.92,553.79,47.51,23.4426,8.3789,522.02,1398.73,96
562,8141.69,1593.32,9062.78,554.01,47.51,23.3873,8.3901,522.19,1400.62,95
563,8144.64,1587.14,9067.15,554.09,47.25,23.314,8.3949,521.84,1414.11,94
564,8145.65,1586.09,9067.61,553.83,47.37,23.3333,8.4188,522.19,1401.01,93
565,8145.39,1588.25,9063.48,554.11,47.32,23.3373,8.3939,522.1,1402.17,92
566,8146.69,1585.9,9067.17,553.59,47.33,23.2656,8.4078,521.9,1400.09,91
567,8146.55,1582.29,9066.64,555.01,47.39,23.3864,8.4044,521.93,1404.14,90
568,8146.94,1597.84,9068.61,554.58,47.4,23.2711,8.3972,521.92,1406.26,89
569,8139.12,1582.81,9058.01,553.72,47.38,23.3909,8.4327,521.83,1399.5,88
570,8152.49,1590.07,9066.58,553.5,47.39,23.4344,8.373,521.96,1400.27,87
571,8146.23,1593.66,9070.02,553.83,47.43,23.2352,8.4032,521.6,1409.21,86
572,8147.33,1588.9,9069.01,554.76,47.48,23.4437,8.4166,521.94,1401.08,85
573,8146.34,1585.69,9063.16,554.41,47.32,23.4594,8.4012,521.79,1406.13,84
574,8146.97,1582.86,9065.97,554.08,47.31,23.378,8.4333,521.48,1400.62,83
575,8152.99,1587.51,9066.74,554.13,47.41,23.3339,8.4313,522.71,1408.05,82
576,8148.92,1586.19,9066.24,553.85,47.35,23.2921,8.4405,521.93,1403.62,81
577,8147.73,1589.42,9067.95,553.82,47.37,23.3834,8.4388,522.06,1398.72,80
578,8148.27,1579.98,9071.46,554.94,47.3,23.3073,8.4212,522.01,1404.16,79
579,8146.15,1587.77,9067.93,554.34,47.42,23.3883,8.4112,522.6,1405.55,78
580,8154.61,1579.35,9068.94,553.87,47.39,23.3669,8.3913,521.95,1408.84,77
581,8154.38,1585.62,9075.57,553.38,47.48,23.3251,8.4025,522.05,1395.4,76
582,8146.65,1586.74,9070.59,554.63,47.44,23.2958,8.4345,521.66,1403.37,75
583,8145.37,1591.89,9062.39,553.69,47.32,23.321,8.4312,521.73,1397.73,74
584,8157.87,1586.44,9074.76,554.31,47.32,23.3755,8.4098,522.11,1405.62,73
585,8146.39,1586.96,9071.53,553.57,47.45,23.3666,8.4326,521.79,1410.67,72
586,8147.9,1583.29,9068.9,553.52,47.25,23.4032,8.4371,521.48,1405.94,71
587,8149.98,1588.21,9073.77,554.91,47.32,23.2637,8.4285,521.59,1402.77,70
588,8150.96,1592.41,9075.03,554.15,47.41,23.2577,8.4157,521.46,1403.14,69
589,8152.99,1583.83,9070.35,553.74,47.41,23.3791,8.4242,522.09,1401.73,68
590,8155.89,1584.14,9067.74,553.64,47.41,23.314,8.4176,521.35,1400.61,67
591,8152.76,1590.74,9071.48,554.0,47.41,23.3993,8.4318,522.28,1408.52,66
592,8154.99,1588.4,9076.18,554.04,47.18,23.3687,8.4222,521.68,1407.81,65
593,8152.31,1588.97,9076.34,553.54,47.53,23.3428,8.4566,521.6,1400.56,64
594,8145.08,1591.56,9068.22,553.54,47.36,23.4147,8.4083,521.91,1407.84,63
595,8152.14,1587.74,9086.93,553.84,47.48,23.4284,8.423,521.74,1402.28,62
596,8152.0,1590.05,9076.02,553.52,47.44,23.2813,8.4675,522.37,1408.53,61
597,8157.34,1588.1,9075.77,553.47,47.53,23.2826,8.4442,521.72,1398.22,60
598,8161.18,1585.58,9075.42,553.63,47.35,23.3816,8.4458,521.47,1408.79,59
599,8162.35,1585.86,9082.5,553.75,47.48,23.2834,8.4103,521.77,1413.79,58
600,8160.58,1586.83,9084.14,553.77,47.43,23.2005,8.413,521.94,1406.06,57
601,8164.19,1594.72,9079.55,554.28,47.56,23.4,8.4506,522.27,1408.04,56
602,8161.91,1588.41,9083.78,553.12,47.31,23.3056,8.4264,521.32,1405.29,55
603,8161.3,1580.5,9081.3,553.25,47.34,23.2509,8.464,521.86,1405.04,54
